Date,Open,High,Low,Close,Volume
2022-06-20 08:47:09.551869,264.64045635697937,263.38898879695654,245.11909375819428,257.95220825867557,2179497
2022-06-27 08:47:09.551869,255.45254694863405,274.3459331466973,250.06236685940513,258.9603034238605,1108326
2022-07-04 08:47:09.551869,317.23850508598457,317.50713331545126,252.63071786358734,317.2047807353914,2039358
2022-07-11 08:47:09.551869,271.1431493841681,281.64008927502664,247.5058335215068,274.5367209852845,6566322
2022-07-18 08:47:09.551869,288.1086435241966,292.13278770309427,239.0104982371315,292.05394666800987,9768305
2022-07-25 08:47:09.551869,298.4268479150085,309.46366983060165,263.1125555245986,305.73687913239166,9913105
2022-08-01 08:47:09.551869,335.91969709675067,341.3604895285072,243.13236109567114,336.05511738287936,4681486
2022-08-08 08:47:09.551869,328.5692547415484,331.9255408888048,286.7582830361931,322.70442627113283,2466589
2022-08-15 08:47:09.551869,270.8643859261118,297.2612215004319,272.7099757120585,277.0327905238715,6748855
2022-08-22 08:47:09.551869,263.78983046410946,267.2077031487956,233.12418914627793,263.14827992911273,5412748
2022-08-29 08:47:09.551869,245.76006633448307,279.415635805368,247.80659650157108,255.5374320421198,9904687
2022-09-05 08:47:09.551869,270.6300936494787,283.5859732915102,243.30208274472452,280.15986344809426,1587737
2022-09-12 08:47:09.551869,263.6940709962723,282.43412551236577,255.63125130554513,276.21181492396784,8049109
2022-09-19 08:47:09.551869,309.5295398204758,298.40473616233396,291.4896224273282,295.61405668004795,3595586
2022-09-26 08:47:09.551869,302.5346127261423,320.4256330513244,201.2066585896532,318.32813355476804,3172767
2022-10-03 08:47:09.551869,309.2911642357556,320.7195768971566,201.25894923068114,319.5625445638857,6962541
2022-10-10 08:47:09.551869,281.49355200275346,284.12328709842006,193.54033594056273,278.35188465821665,3214568
2022-10-17 08:47:09.551869,275.9364458217956,294.94539564905887,273.9036637526259,287.99269559001203,6992732
2022-10-24 08:47:09.551869,278.3543179393106,284.5352465009433,258.2808337510839,268.1150961736903,5655776
2022-10-31 08:47:09.551869,336.07686007549495,338.3431614378569,283.0031979024367,328.85455123065185,4816800
2022-11-07 08:47:09.551869,267.6096906567114,297.8888663622114,251.88145580804832,255.68480764332404,5992190
2022-11-14 08:47:09.551869,319.9438324071766,326.1716907114391,278.4377696546996,319.69972417249875,3583463
2022-11-21 08:47:09.551869,321.32538434335964,333.87346196508673,239.2985918384576,327.86953959411034,7359172
2022-11-28 08:47:09.551869,329.363091700826,333.62815228457816,271.4852980442372,327.7407561848753,4733711
2022-12-05 08:47:09.551869,287.83036533107895,285.56995963293787,203.20681662838123,275.94225643453547,4244910
2022-12-12 08:47:09.551869,287.97795870433634,287.55003052695656,263.019522184876,287.38131379325614,8457912
2022-12-19 08:47:09.551869,301.572248684657,315.7247878266534,209.3575596626512,308.7599635196389,9324702
2022-12-26 08:47:09.551869,287.7467865281514,302.603678201977,271.47137094572605,277.2821902424467,1414065
2023-01-02 08:47:09.551869,283.40825572818557,292.1833518880047,249.76926177460797,287.08527992178887,3093642
2023-01-09 08:47:09.551869,256.2574663179937,273.04507671453206,239.77593993776074,269.70542801856396,4136674
2023-01-16 08:47:09.551869,288.5174286682419,303.8939900078748,217.85975284626647,295.98558837560074,8334698
2023-01-23 08:47:09.551869,249.83597764037302,278.3957981997459,253.87588090305584,254.46123012541142,9869422
2023-01-30 08:47:09.551869,341.8185125885448,334.39994483436107,240.90882418247415,329.9795884570618,9720745
2023-02-06 08:47:09.551869,256.62628938708673,262.8951684443717,255.68505487385602,257.6956446986633,9144535
2023-02-13 08:47:09.551869,300.2106964506793,308.8230789924981,197.30839243032185,301.8835148831526,3669006
2023-02-20 08:47:09.551869,276.08071181490595,281.5898672748437,251.9639264441646,280.6810099545196,9928101
2023-02-27 08:47:09.551869,319.4698276167166,310.03188989851617,256.9725087376874,307.75429488313756,3244780
2023-03-06 08:47:09.551869,361.33873878045483,350.04634971024376,253.12215051243,345.9433340833425,1953155
2023-03-13 08:47:09.551869,330.0297802748451,320.7899711758017,293.2016522096305,314.5570244456004,9558573
2023-03-20 08:47:09.551869,250.4111879592898,277.0516377225225,250.82372280793047,253.5362435755491,3100782
2023-03-27 08:47:09.551869,306.7002400691693,299.2285056332199,231.91286265070525,293.04024395080614,7207914
2023-04-03 08:47:09.551869,309.7873094661892,302.3362999411744,239.70507397984082,301.00168523182504,1525207
2023-04-10 08:47:09.551869,308.95198383175676,313.423550798218,263.04928480602496,303.6177494703452,7576381
2023-04-17 08:47:09.551869,310.02318406489235,326.8571084079387,202.5753658891719,318.1392510603838,8935481
2023-04-24 08:47:09.551869,269.8839377177612,282.7868173846299,259.5390028604666,277.75960977317663,3451932
2023-05-01 08:47:09.551869,254.10691949795415,276.28726677978227,256.4941875543781,262.886056546632,4411512
2023-05-08 08:47:09.551869,301.4965452896936,294.68137559228074,217.04664465483634,289.2675676547094,4368665
2023-05-15 08:47:09.551869,338.5230262536342,354.8736329584865,208.57502848894214,345.6405722795949,7739094
2023-05-22 08:47:09.551869,267.4526701545324,277.0120628611179,225.39755809431517,268.71308917508446,3140265
2023-05-29 08:47:09.551869,340.19272113121866,350.08125959576665,235.67065519281581,340.3983954928237,2546677
2023-06-05 08:47:09.551869,312.8475985814725,313.57842311551417,248.7956096582311,304.3805950077326,5043624
2023-06-12 08:47:09.551869,305.8698650600359,296.0514803388623,237.3259397350957,295.6911421645766,3740215
2023-06-19 08:47:09.551869,325.99743031501083,339.95186106459835,291.57395916174426,338.20414102298895,8552702
2023-06-26 08:47:09.551869,293.6977856821833,299.7517429478704,204.8352510639789,295.86039617685856,3139676
2023-07-03 08:47:09.551869,333.470979995286,331.93819063410854,219.78290449956603,322.41676366115433,5521505
2023-07-10 08:47:09.551869,299.1223982356214,292.90282136506954,212.08059565553012,289.9025321703102,9483252
2023-07-17 08:47:09.551869,326.87042712774956,342.0091157289718,261.25709671805424,340.40443929009575,6705979
2023-07-24 08:47:09.551869,308.04104487446756,327.86554867998836,222.11873035354606,319.00250201912274,8805604
2023-07-31 08:47:09.551869,313.69730357895526,324.4261495798837,246.33157403658313,319.9622054250517,9461887
2023-08-07 08:47:09.551869,270.7643819188195,291.8507960992552,217.0700167741955,282.7720401557119,7756883
2023-08-14 08:47:09.551869,323.22430504012203,327.28016893689033,214.79911378392697,325.6778642736889,7296175
2023-08-21 08:47:09.551869,301.30075720744037,320.2172806597951,204.97443278597967,313.6061055447141,9711690
2023-08-28 08:47:09.551869,275.87120323453655,278.4046648662659,258.60078398185516,274.00202733797096,9949607
2023-09-04 08:47:09.551869,259.3109312393068,266.81874993882855,207.47043190552444,266.05388224852567,5066395
2023-09-11 08:47:09.551869,332.8179587965339,336.60377889825816,210.0668136482256,329.63914745173315,1637828
2023-09-18 08:47:09.551869,332.6862350776712,348.3906478589138,235.83953551524502,345.91666030352224,3635146
2023-09-25 08:47:09.551869,309.89118821036004,296.21003795179945,273.4276513937415,295.8138827260043,2371192
2023-10-02 08:47:09.551869,322.46881484893237,309.69785951486426,209.41822523081697,309.0984165323685,4757377
2023-10-09 08:47:09.551869,332.13910572383054,336.38304979002334,278.4453222006096,335.77226441935545,2181603
2023-10-16 08:47:09.551869,288.09799025311565,304.7996749102361,205.56740461000373,295.7223453353857,6437060
2023-10-23 08:47:09.551869,336.5715072990477,352.5862868615646,292.404107897402,345.1874476832736,4445272
2023-10-30 08:47:09.551869,307.06434267050025,316.5557397766246,243.21412139417006,307.57511620448724,9058472
2023-11-06 08:47:09.551869,316.80094428279114,338.8025351830967,295.77043966963305,332.0767120701315,9710152
2023-11-13 08:47:09.551869,345.64670057401764,346.17377113158267,260.2933230000177,340.88437184127383,5921964
2023-11-20 08:47:09.551869,328.51214296174305,334.59684552033065,268.74485980191844,331.5523818768569,3473412
2023-11-27 08:47:09.551869,262.6811790050867,275.92106885818237,195.49101059858364,265.9414463448956,6330073
2023-12-04 08:47:09.551869,322.56955967009924,316.5117344955639,224.548536700193,312.88984390617003,9070850
2023-12-11 08:47:09.551869,295.90218125258355,294.5499153541068,209.7910179411671,289.8434258619677,4660600
2023-12-18 08:47:09.551869,267.914566734825,260.05374695156917,228.80869971749604,256.27129520233456,5968704
2023-12-25 08:47:09.551869,288.0737931077176,302.1984944823388,211.01966266423736,292.4032251889842,3444874
2024-01-01 08:47:09.551869,286.8353555963956,277.61499054289084,229.5843534764699,275.86840668894075,5098997
2024-01-08 08:47:09.551869,343.9451353305531,338.1837108519319,240.42615884225145,334.9038308428511,4615421
2024-01-15 08:47:09.551869,249.71859475720342,260.13394931481963,203.76435265123362,253.33046265466962,3235721
2024-01-22 08:47:09.551869,350.10665861174533,346.53034836973364,268.5857173158324,345.89827218634736,5552797
2024-01-29 08:47:09.551869,279.4997772816684,291.60937858730836,256.00409674855825,285.53688484719294,3793427
2024-02-05 08:47:09.551869,296.3661972689927,290.44715406901844,217.97618729771673,285.6706890402543,4357313
2024-02-12 08:47:09.551869,241.88024838276826,255.16480511429097,250.01164766128247,251.6328502683708,5724733
2024-02-19 08:47:09.551869,260.80142703681406,270.90736533285894,203.79722701760969,268.5232325236184,7755355
2024-02-26 08:47:09.551869,280.9299233524452,295.2710775133485,249.86009411112764,290.1259500803609,4001567
2024-03-04 08:47:09.551869,339.6036207537063,346.6084175356418,288.36552410423076,342.9291417302714,9317428
2024-03-11 08:47:09.551869,266.3366056649459,264.52669193475367,230.32320646653892,259.9614930221271,8760866
2024-03-18 08:47:09.551869,345.45719610272283,347.90492716555036,264.74507657516705,344.53015334790797,1438212
2024-03-25 08:47:09.551869,336.53360818974147,346.653789990623,208.8499441776274,336.94885305466323,3282782
2024-04-01 08:47:09.551869,280.6615563959047,296.7506340082112,266.3503795200712,295.41623969075516,5015219
2024-04-08 08:47:09.551869,280.56141808965344,283.6381277086098,225.44620637423475,282.670088176826,1941650
2024-04-15 08:47:09.551869,261.34745433228073,276.70833021581484,210.50434019836507,273.2744129279057,4136283
2024-04-22 08:47:09.551869,302.36012115271694,317.35673965639234,251.14107699244434,311.4464706476874,7660877
2024-04-29 08:47:09.551869,264.26032015043893,259.8992238660508,192.73863654501818,253.30745914755056,7124630
2024-05-06 08:47:09.551869,244.40114641361674,286.86657039341674,251.27108095441324,251.56060644468283,6601459
2024-05-13 08:47:09.551869,303.3745496822453,302.8723521890455,191.51263470715267,292.8795722498238,7394755
2024-05-20 08:47:09.551869,264.5859335443266,271.30058364155343,252.88171951285054,256.80740739747205,2844313
2024-05-27 08:47:09.551869,265.8140044090436,282.4081655042088,218.21707236541653,275.1940988246093,4075283
2024-06-03 08:47:09.551869,274.99268399869453,279.8952291575674,265.2082437730431,272.11609153460836,7086182
2024-06-10 08:47:09.551869,264.73755587545475,304.3493931442184,265.4456318015455,275.3191193722852,8913112
